"Date","NO2","NO","O3","SO2","PM10","Precip","Temp","Humid","season","O3.time.event.exceedance","PM10.time.event.exceedance"
2002-05-01,109.2,117.9,133.4,16,47,0.2,20.5,96.3,"summer",1,NA
2002-05-02,71.9,113.2,79.5,9.7,40,0,21,96.3,"summer",1,NA
2002-05-03,66.9,86.7,79,3.7,28,2.4,16.1,96.5,"summer",1,NA
2002-05-04,79.9,102.8,72.3,1.7,12,21.4,15.5,96.5,"summer",1,NA
2002-05-05,83.5,100.9,83.4,3,13,5.8,13.2,96.5,"summer",1,NA
2002-05-06,111.8,250.5,88.2,7.8,28,1.2,13.7,96.5,"summer",1,NA
2002-05-07,152.7,242.4,98.4,10.9,39,0.2,18,96.4,"summer",1,NA
2002-05-08,120.6,217,55.2,16.4,34,0,21.5,90,"summer",1,NA
2002-05-09,96.6,215.5,69.4,5.2,20,3,18.4,96.5,"summer",1,NA
2002-05-10,115.9,265,57.3,10,35,14,15.4,96.5,"summer",1,NA
2002-05-11,117.8,191.4,86.3,9,29,0.4,19,96.5,"summer",1,NA
2002-05-12,100.1,128,124.4,10.3,32,2.6,18.9,96.5,"summer",1,NA
2002-05-13,95.9,151,112.6,6.4,30,0,21.3,96.4,"summer",1,NA
2002-05-14,68.7,98.6,109.1,8.3,40,0,22.1,92.7,"summer",1,NA
2002-05-15,89.7,123,128.7,11.2,41,0,23.6,87.6,"summer",1,NA
2002-05-16,135.8,217.8,162.2,13.4,65,0,24.7,94.9,"summer",1,NA
2002-05-17,152.7,326.6,134.6,28.3,50,0,26.5,88.5,"summer",1,NA
2002-05-18,97.8,193.1,125.5,14.5,39,0,27.6,83.1,"summer",1,NA
2002-05-19,82,87,125.6,5.7,23,0,23.9,89.5,"summer",1,NA
2002-05-20,76.8,152.2,114.1,8.6,33,0,24.2,94.6,"summer",1,NA
2002-05-21,84,104.4,128.2,10.4,46,0,23.4,83.8,"summer",1,NA
2002-05-22,96.6,143.8,123.7,24.9,52,0,23.7,84.9,"summer",1,NA
2002-05-23,88.6,128.2,61.4,22.2,48,0,23.5,86.3,"summer",1,NA
2002-05-24,110.6,170.8,97.8,7.3,25,25.6,20.4,96.5,"summer",1,NA
2002-05-25,114.1,198.9,107.8,10.5,32,0.2,25,96.5,"summer",1,NA
2002-05-26,67.1,83.5,125.4,5.7,20,10,24.6,96.5,"summer",1,NA
2002-05-27,75.4,164.9,82.5,5.6,31,3.8,23.3,96.5,"summer",1,NA
2002-05-28,83.9,139.5,94.2,14.4,22,1.8,18.6,96.4,"summer",1,NA
2002-05-29,91.7,207.6,104.8,19.6,35,0.4,24,96.4,"summer",1,NA
2002-05-30,91.5,192.5,125,14.8,39,0,25.5,78.1,"summer",1,NA
2002-05-31,96.1,163.9,153.8,11,48,0,26.3,79.6,"summer",1,NA
2002-06-01,79.3,111.8,186.1,18.1,38,0,27.1,76.7,"summer",1,NA
2002-06-02,71.8,92.1,179.1,17.6,35,0,27.3,83.5,"summer",1,NA
2002-06-03,71.7,106.9,111.1,9.8,38,0,27.8,60.6,"summer",1,NA
2002-06-04,72.3,110,94.2,8.6,43,0,23.3,77.3,"summer",1,NA
2002-06-05,74.7,109.3,60.6,5.7,38,0,23.2,90.6,"summer",1,NA
2002-06-06,96.8,187.6,55.3,5.2,23,8.6,20.9,96.5,"summer",1,NA
2002-06-07,72.7,131.4,6.9,9.2,24,9,20.3,96.5,"summer",1,NA
2002-06-08,63.4,101.4,NA,0.7,23,0,21.1,96.4,"summer",1,NA
2002-06-09,83.2,119.6,NA,1.9,18,3.6,19.9,96.5,"summer",1,NA
2002-06-10,84.7,173.2,120.5,1.8,26,0.2,19.3,96.4,"summer",1,NA
2002-06-11,84.2,199.6,160.1,5.9,31,0,26.8,96.1,"summer",1,NA
2002-06-12,99.1,121.8,167,4.7,50,0,26.2,68.3,"summer",1,NA
2002-06-13,127.2,175.9,199.7,8.6,51,0,26.1,89.4,"summer",1,NA
2002-06-14,115.8,200.8,231.6,11.3,48,0,28.3,90.8,"summer",1,NA
2002-06-15,73.2,86.4,209.2,13.3,38,0,30.6,64.5,"summer",1,NA
2002-06-16,61,69.5,215.6,9.3,44,0,30.9,66.9,"summer",1,NA
2002-06-17,96.3,170.2,174.4,5.3,NA,0,31.7,68.2,"summer",1,NA
2002-06-18,100.3,122.6,225,5.3,NA,0,31.9,67.3,"summer",1,NA
2002-06-19,112.4,134.1,257,6.3,NA,0,32.4,83.8,"summer",1,NA
2002-06-20,101.3,118,114.2,9.3,NA,0,32.3,88.5,"summer",1,NA
2002-06-21,105.4,177.3,192.6,20.2,NA,0,31.7,76.2,"summer",1,NA
2002-06-22,109.9,116.4,262,6.7,NA,0,31.9,65.1,"summer",1,NA
2002-06-23,89.4,95.5,199.7,4.8,NA,0,33.9,83.6,"summer",1,NA
2002-06-24,90.5,114.7,198.8,7.6,NA,0,34.1,69.9,"summer",1,NA
2002-06-25,89.4,156,101.1,4.1,NA,0.6,33.9,77,"summer",1,NA
2002-06-26,69.4,102.9,123.6,8.2,NA,0.2,27.3,94.8,"summer",1,NA
2002-06-27,89,138.3,147.7,9.9,NA,0,27.3,90.9,"summer",1,NA
2002-06-28,87.8,131.7,113.8,5.2,NA,1,28.4,74.3,"summer",1,NA
2002-06-29,73.6,85.8,127.6,4.1,NA,0.2,29.6,96.3,"summer",1,NA
2002-06-30,60.2,71,133.2,9.8,NA,0,25.7,82.6,"summer",1,NA
2002-07-01,105.1,196.2,145.9,14.9,NA,0,25.6,60.7,"summer",1,NA
2002-07-02,88.3,138.9,116.8,8,NA,0,27.1,76.8,"summer",1,NA
2002-07-03,64.2,121.1,134.5,14.6,NA,0.2,26.1,89.5,"summer",1,NA
2002-07-04,82.6,115.5,88.2,12,NA,11,27.5,96.5,"summer",1,NA
2002-07-05,81.5,113,116.5,12.2,NA,0.8,29.9,91.3,"summer",1,NA
2002-07-06,60.6,82.8,103.1,13,NA,0,26.6,89.1,"summer",1,NA
2002-07-07,87.8,95.9,116.2,6.5,NA,2.6,24.9,96.4,"summer",1,NA
2002-07-08,94.6,174,141.3,8.2,NA,0,28.1,96.4,"summer",1,NA
2002-07-09,116.3,190,162.1,18.1,NA,0,29.4,75.8,"summer",1,NA
2002-07-10,114.6,158.1,167.2,22,NA,0,30,75,"summer",1,NA
2002-07-11,106.7,127.5,147,8,NA,0,29.9,77.9,"summer",1,NA
2002-07-12,114,184.3,160.1,9.9,NA,0,29.8,81.3,"summer",1,NA
2002-07-13,69.2,95.2,125.5,4.1,NA,0,30.8,78.9,"summer",1,NA
2002-07-14,70.4,107.9,81.7,3.6,NA,10,25.8,96.5,"summer",1,NA
2002-07-15,85.5,278.6,67.1,5.1,NA,6.6,23.2,96.5,"summer",1,NA
2002-07-16,98.1,145.8,82.7,5.6,NA,6.8,20.7,96.5,"summer",1,NA
2002-07-17,70.9,133.3,119.5,27.9,NA,3,23.8,96.5,"summer",1,NA
2002-07-18,89.4,212.8,150.8,6.9,NA,0.2,26.9,96.4,"summer",1,NA
2002-07-19,90,175.1,113.4,25.2,NA,0.2,28.6,96.4,"summer",1,NA
2002-07-20,83.4,108,138.1,13,NA,0.2,26.9,96.4,"summer",1,NA
2002-07-21,48.4,59.5,125.5,13.7,NA,0,29.5,87.2,"summer",1,NA
2002-07-22,109.3,150.9,119.4,16,NA,0,28.2,84.5,"summer",1,NA
2002-07-23,74.1,113.9,143.4,8.8,NA,0,29.9,96.3,"summer",1,NA
2002-07-24,90.9,174.2,165.4,11.8,NA,0,28.9,90.8,"summer",1,NA
2002-07-25,76.8,110.1,138.3,7.6,NA,0,30.8,89.4,"summer",1,NA
2002-07-26,67.8,108.2,126.8,10.4,22,0,29,94.1,"summer",1,NA
2002-07-27,62.3,74.6,116.9,7.5,27,0,27.2,89.9,"summer",1,NA
2002-07-28,62.7,78.7,145.5,6,29,0,27.4,75.8,"summer",1,NA
2002-07-29,103.2,214.5,163,10.8,39,0,30.1,70.1,"summer",1,NA
2002-07-30,109,167.7,164.5,5.1,37,0,30.8,76.7,"summer",1,NA
2002-07-31,103.8,190.8,138.7,6.1,44,0.6,32.6,78.4,"summer",1,NA
2002-08-01,91,209.2,113.2,4.7,31,18.8,28.8,96.5,"summer",1,NA
2002-08-02,87.3,183.7,116.5,9.1,28,0.2,27.1,96.5,"summer",1,NA
2002-08-03,76.9,94.3,133.2,10.7,38,0,28,87,"summer",1,NA
2002-08-04,55,61.1,135.7,3.1,25,0,28.8,82.7,"summer",1,NA
2002-08-05,67.8,170.6,132.8,4.3,34,1.8,29.3,96.5,"summer",1,NA
2002-08-06,79.3,128.5,126.5,7.8,19,2.2,28.7,96.5,"summer",1,NA
2002-08-07,60.6,80.3,100.4,26.1,10,2.8,25.8,96.5,"summer",1,NA
2002-08-08,93.4,157.2,130.7,1.9,24,0,30.6,66.1,"summer",1,NA
2002-08-09,64.1,82.7,108.4,0.6,13,0,29.4,68,"summer",1,NA
2002-08-10,46.6,55.2,81,0.5,15,9,22.1,96.5,"summer",1,NA
2002-08-11,43.5,59.7,58.7,1.7,6,10,19,96.5,"summer",1,NA
2002-08-12,35.1,60.3,105.5,4.1,13,5.4,16.4,96.5,"summer",1,NA
2002-08-13,69.5,179.8,105.6,3.8,21,0.2,28.2,96.5,"summer",1,NA
2002-08-14,58.1,68.6,145.9,2.7,26,0,28.8,70.8,"summer",1,NA
2002-08-15,77.4,83.9,153.8,2.2,33,0,28.8,91.7,"summer",1,NA
2002-08-16,74.4,85.6,157.4,3,39,0,29,83.8,"summer",1,NA
2002-08-17,89.3,102,163.6,2.6,37,0,29.6,84.4,"summer",1,NA
2002-08-18,58.3,66.9,145.3,2.3,31,0,29.9,86.2,"summer",1,NA
2002-08-19,67,103.7,162.8,3.3,39,0,29.2,83.5,"summer",1,NA
2002-08-20,74.8,106.3,139,8.6,34,0,30.1,86.3,"summer",1,NA
2002-08-21,46.9,61,121.2,4.2,21,0,30.1,87,"summer",1,NA
2002-08-22,63.7,79.9,115.4,1.7,18,26,25.9,96.5,"summer",1,NA
2002-08-23,59.5,75.2,108.4,9.8,23,0,26.4,96.4,"summer",1,NA
2002-08-24,98.5,127.4,137.2,4.2,30,10.2,26.1,96.5,"summer",1,NA
2002-08-25,93.5,120.7,131.9,2.7,26,0,27.7,95.4,"summer",1,NA
2002-08-26,71.6,130.9,82.8,11.9,37,1.8,28.2,96.4,"summer",1,NA
2002-08-27,85,100.4,108.7,3.8,24,0.2,25.5,93.4,"summer",1,NA
2002-08-28,79.8,156.8,120.9,8.5,33,0,26.3,95.1,"summer",1,NA
2002-08-29,82.4,139.4,122.4,8.2,38,0,27.5,90.3,"summer",1,NA
2002-08-30,96.8,184.7,125.7,5.8,94,1.6,26.5,96.4,"summer",1,NA
2002-08-31,103.8,154.6,141.2,4.6,78,0,29,96.5,"summer",1,NA
2002-11-01,119.4,487.9,8.6,30.1,116,0,17.6,90,"winter",6,76
2002-11-02,90.2,301.5,5.7,45,80,0,17.8,95.6,"winter",6,76
2002-11-03,70.7,216.4,0.8,20,87,0,16.2,96.3,"winter",6,76
2002-11-04,112.7,390.8,41.7,45.5,54,0.2,12.6,96.4,"winter",6,76
2002-11-05,86.1,353,25.5,52.5,48,0.2,19.5,96.4,"winter",6,76
2002-11-06,64.6,171.3,117.9,17.8,51,0,18.4,91.5,"winter",6,76
2002-11-07,62.7,181.2,11.9,34,54,0,12.6,96.4,"winter",6,76
2002-11-08,87.1,365,10.4,49.7,93,0,6.7,91.7,"winter",6,76
2002-11-09,84.5,335,11.5,63.5,89,0,13.3,89.3,"winter",6,76
2002-11-10,82.5,213.8,29.6,28.3,82,0,10.8,94.5,"winter",6,76
2002-11-11,114.5,709.4,8.2,93.4,131,0,13,96.3,"winter",6,76
2002-11-12,97.1,488.7,9.8,69.5,105,0,9.8,86.2,"winter",6,76
2002-11-13,92.7,492.7,4,32.5,108,0.2,13.1,96.3,"winter",6,76
2002-11-14,66.6,341.3,6.6,14.6,NA,1.4,9.1,96.5,"winter",6,76
2002-11-15,75.1,339,10.5,17.2,NA,6.2,12.2,96.5,"winter",6,76
2002-11-16,74.7,202.1,19.5,13.4,86,2,14.9,96.5,"winter",6,76
2002-11-17,75.3,200.4,20.2,10.6,29,2.8,16.7,96.5,"winter",6,76
2002-11-18,80,298.9,9.2,17,32,4.8,13.4,96.5,"winter",6,76
2002-11-19,74.8,353.2,8.9,29.3,49,2,11.8,96.5,"winter",6,76
2002-11-20,68.4,309.9,3.4,32.6,NA,0.2,10.5,96.5,"winter",6,76
2002-11-21,61.2,246.1,4,14.8,NA,0.4,11.3,96.5,"winter",6,76
2002-11-22,86.8,275.1,20.7,27.3,29,1.6,10.1,96.5,"winter",6,76
2002-11-23,72.1,354.7,7.2,52.8,43,5,10.9,96.5,"winter",6,76
2002-11-24,63.8,183.5,6.9,15.9,21,1.2,10.6,96.5,"winter",6,76
2002-11-25,72.1,474,4.2,34.2,41,6.8,9.7,96.5,"winter",6,76
2002-11-26,76.7,562.9,6.3,32.3,36,7.6,11.6,96.5,"winter",6,76
2002-11-27,70.5,288.9,7.6,26.7,33,5.4,11.9,96.5,"winter",6,76
2002-11-28,105.6,685.1,6.8,45,65,3.4,14.2,96.5,"winter",6,76
2002-11-29,75.4,219.3,13.7,22.3,31,1.6,14.8,96.5,"winter",6,76
2002-11-30,67.3,297.3,12.2,38.9,43,4.6,12.7,96.5,"winter",6,76
2002-12-01,78.9,565.4,6.6,51.1,75,0,14.1,96.4,"winter",6,76
2002-12-02,76.4,430.2,6.6,26,53,0,12.5,96.4,"winter",6,76
2002-12-03,72.3,389.9,5.9,40.1,40,1.4,7.2,96.5,"winter",6,76
2002-12-04,125.7,609.6,7.9,59.2,87,0.6,6.7,96.5,"winter",6,76
2002-12-05,109.4,538.4,7.9,42.2,67,0,9.8,96.4,"winter",6,76
2002-12-06,71.7,416.8,6.1,42.7,47,0.6,9.6,96.4,"winter",6,76
2002-12-07,76.6,310.9,6.8,45.5,58,0.4,10.2,96.5,"winter",6,76
2002-12-08,60.2,241.5,11.2,18.6,31,0,9.7,96.4,"winter",6,76
2002-12-09,60.5,159.4,31.2,20.7,27,0.2,8,96.3,"winter",6,76
2002-12-10,64.4,213.6,24,26.1,43,0,5.1,85.7,"winter",6,76
2002-12-11,74.4,252.6,8.7,30.2,66,0.2,3.6,81.9,"winter",6,76
2002-12-12,79.4,362.5,6.2,42.2,88,0,1.7,82.4,"winter",6,76
2002-12-13,67.5,279,5.2,54.4,64,1.2,3,96.4,"winter",6,76
2002-12-14,100,608,6.4,95.2,116,1.6,9.2,96.5,"winter",6,76
2002-12-15,82.9,528.3,5.3,31.1,92,0,6.4,96.4,"winter",6,76
2002-12-16,73.9,323.9,5.6,55.8,77,0.4,5.5,96.5,"winter",6,76
2002-12-17,61.2,284.9,4.8,46.1,80,0,6.2,96.5,"winter",6,76
2002-12-18,77.4,325,5.7,46.7,44,0.2,7.9,96.4,"winter",6,76
2002-12-19,96.6,826,5.9,29.2,85,1.4,9.4,96.5,"winter",6,76
2002-12-20,69.2,291.6,4.9,111.4,62,0,7.4,96.4,"winter",6,76
2002-12-21,71.8,284.1,5,60.7,89,0,5.1,96.4,"winter",6,76
2002-12-22,58.5,206.3,4.2,24.1,91,0,6.3,96.4,"winter",6,76
2002-12-23,70,319.3,5.2,44.6,79,0,5.5,96.4,"winter",6,76
2002-12-24,57.7,255.3,5.8,42.9,68,0,8.7,96.4,"winter",6,76
2002-12-25,56.3,240,5.7,53.1,52,0.2,7.4,96.4,"winter",6,76
2002-12-26,61.6,216.4,4.9,31.4,54,0.8,9.2,96.5,"winter",6,76
2002-12-27,47.5,184.5,4.6,21.3,27,0,8.6,96.4,"winter",6,76
2002-12-28,47.2,185.1,3.9,32.6,15,2.8,8.2,96.5,"winter",6,76
2002-12-29,72,365,8.6,60.3,43,3.4,7.5,96.5,"winter",6,76
2002-12-30,130.6,748.7,9.1,57.1,87,0,15.9,96.5,"winter",6,76
2002-12-31,57.2,208,6.2,37.9,34,0.6,8.4,96.4,"winter",6,76
2003-01-01,58.9,186.2,7.5,48.2,54,0.6,4.7,96.4,"winter",6,76
2003-01-02,60.6,289.1,6.1,108.6,65,0,7,96.5,"winter",6,76
2003-01-03,84.6,487.6,8.1,59.2,74,0.2,5.1,96.5,"winter",6,76
2003-01-04,72.3,239.4,7,17.9,65,0,14.5,96.5,"winter",6,76
2003-01-05,60.6,211.3,22.4,37.8,14,0,7.2,96.5,"winter",6,76
2003-01-06,59.2,270.9,8.1,33.3,28,4,4.3,96.5,"winter",6,76
2003-01-07,60.2,322.9,14.6,30.7,43,0.4,4.7,96.4,"winter",6,76
2003-01-08,72,228.5,36.9,45.4,29,0.2,5,96.5,"winter",6,76
2003-01-09,79.2,374.6,8.4,29.4,43,0.2,2,96.5,"winter",6,76
2003-01-10,74.5,269.8,14.3,57.3,71,0,3.5,96.4,"winter",6,76
2003-01-11,61.6,164.8,21.7,30.6,62,0,1.4,96.4,"winter",6,76
2003-01-12,69.1,110.3,47.3,24.9,49,0,3.1,96.4,"winter",6,76
2003-01-13,113.2,753.5,21.6,71,98,0,4.6,81.4,"winter",6,76
2003-01-14,108.5,423.1,9.2,62.4,131,0,4.9,90.1,"winter",6,76
2003-01-15,162.5,906.5,10.4,136.9,171,0,7.6,96.3,"winter",6,76
2003-01-16,108.9,724.8,7.1,45.6,164,0,11.3,88.4,"winter",6,76
2003-01-17,99.9,295.4,9.7,46,172,0,9.3,96.4,"winter",6,76
2003-01-18,96.9,378.6,7.3,87.6,131,0,7.3,96.4,"winter",6,76
2003-01-19,85.1,428.9,6.6,73.2,104,0,7.9,96.4,"winter",6,76
2003-01-20,151.2,980.3,8.8,66,113,0,7.3,96.4,"winter",6,76
2003-01-21,81.6,285.7,6.8,37.4,45,0.2,8.3,96.4,"winter",6,76
2003-01-22,93.8,549.7,6.3,56.5,75,3.4,5.4,96.5,"winter",6,76
2003-01-23,95.9,426,6.8,77.1,90,0.2,7.5,96.5,"winter",6,76
2003-01-24,169.5,893.3,7.7,107.1,81,0,7.2,96.5,"winter",6,76
2003-01-25,82.7,424.7,20.8,99.4,54,0,10.2,96.4,"winter",6,76
2003-01-26,82.5,379.3,30.6,47.4,62,0,12.5,80.1,"winter",6,76
2003-01-27,123.5,768.4,10.6,103.1,97,0,11.3,83.3,"winter",6,76
2003-01-28,98.6,423.3,23.1,67.7,65,0,10.2,83.8,"winter",6,76
2003-01-29,105,521.4,40.6,97.4,87,0,16.9,87.5,"winter",6,76
2003-01-30,77.7,266.5,14.9,68.9,83,0,12.8,94.8,"winter",6,76
2003-01-31,87.5,369.2,8.7,44.4,98,0,8.9,96.2,"winter",6,76
2003-02-01,76.3,227.7,26.5,46.1,39,0,8,96.4,"winter",6,76
2003-02-02,68.1,158,36,19.9,49,0,7.4,81.2,"winter",6,76
2003-02-03,85.6,343.2,9.8,38.4,100,0,5.8,68.9,"winter",6,76
2003-02-04,71.6,186.6,46.5,34.2,65,0,3.7,77.7,"winter",6,76
2003-02-05,75.5,172.7,67.5,38.3,25,0,7.5,86.4,"winter",6,76
2003-02-06,70,141,51.5,35.8,28,0,10.1,30.9,"winter",6,76
2003-02-07,99.4,414.3,39,84.1,56,0,9.3,36.8,"winter",6,76
2003-02-08,90.8,364,19.9,31.9,91,0,9.6,50.7,"winter",6,76
2003-02-09,78.9,276.5,28.2,29.4,52,0,9.4,64.3,"winter",6,76
2003-02-10,83.9,458.7,18.5,20.2,92,0,4.8,80.4,"winter",6,76
2003-02-11,96.6,401.9,9.8,24.5,125,1.4,5.3,95.6,"winter",6,76
2003-02-12,79.6,264.2,31.8,25.8,81,0,4.9,95.6,"winter",6,76
2003-02-13,81.2,192.9,34.1,29.4,62,0,5.1,86.4,"winter",6,76
2003-02-14,81.1,169.9,44.1,29.5,68,0,5.2,78.6,"winter",6,76
2003-02-15,92,251.1,40.9,50.6,96,0,4.8,69.2,"winter",6,76
2003-02-16,70.3,132.4,38.7,17.5,41,0,7.9,75.2,"winter",6,76
2003-02-17,83.1,337.1,37.1,37.4,52,0,4.6,73.5,"winter",6,76
2003-02-18,98,324.9,67.3,57.7,82,0,5.9,80.5,"winter",6,76
2003-02-19,99.6,335,20.2,43.3,100,0,6.6,68.7,"winter",6,76
2003-02-20,130.1,542.2,22.4,46.7,146,0,6.9,71.7,"winter",6,76
2003-02-21,150.2,788.7,20,47,163,0,9,74.8,"winter",6,76
2003-02-22,94.4,241.5,50.9,25.9,53,0,10.4,78.4,"winter",6,76
2003-02-23,72,104.1,56.1,20.2,47,0,9.4,71.8,"winter",6,76
2003-02-24,123.8,633.8,31.2,56.3,114,0,8.1,73.7,"winter",6,76
2003-02-25,156.8,785.6,44.9,50.7,134,0,11.4,83,"winter",6,76
2003-02-26,100.1,319.5,52.2,50,77,0,13.5,81.6,"winter",6,76
2003-02-27,93,231.4,35.9,42.7,92,0,12.1,59.6,"winter",6,76
2003-02-28,140.7,500.8,52.2,50.1,118,0,8.7,72.6,"winter",6,76
2003-05-01,63.2,71.3,95.2,4.2,49,0.6,18.6,96.4,"summer",1,NA
2003-05-02,74.3,129.3,36.3,6.4,50,0,22.8,96.4,"summer",1,NA
2003-05-03,87.6,149,99.2,6,22,3.4,20.4,96.4,"summer",1,NA
2003-05-04,93,122.4,119.6,5.7,36,0.2,26.2,96.5,"summer",1,NA
2003-05-05,96.3,171.3,89.3,12.6,52,0,26.8,81.7,"summer",1,NA
2003-05-06,100.9,188.9,138.8,13.5,59,0,28.4,71.9,"summer",1,NA
2003-05-07,92.9,134.3,116.2,15.5,60,0,29.3,63.9,"summer",1,NA
2003-05-08,93.9,272.1,110.9,13.4,67,1.2,29.7,61.3,"summer",1,NA
2003-05-09,56.8,87.4,89.2,14,54,0,30.8,63.7,"summer",1,NA
2003-05-10,70.4,108.9,67.9,11.8,55,0,27.9,61.1,"summer",1,NA
2003-05-11,51.2,64.8,100.5,3.3,30,0.4,22.3,88.3,"summer",1,NA
2003-05-12,79,96.3,89.9,2.9,38,0.2,25.7,96.4,"summer",1,NA
2003-05-13,70.4,99.4,105.4,3.8,42,0,26.5,85.9,"summer",1,NA
2003-05-14,58.1,92.3,96.3,2.3,19,0,26.3,76.7,"summer",1,NA
2003-05-15,69.8,86.3,79.9,8.2,22,0,24.2,63.4,"summer",1,NA
2003-05-16,87.8,116.2,95.5,6.3,29,0,21.4,58.5,"summer",1,NA
2003-05-17,69.7,79.5,109.8,5,33,0,22,48.6,"summer",1,NA
2003-05-18,73.2,83.4,134.9,8.7,33,0,21.8,59.1,"summer",1,NA
2003-05-19,55.7,73.9,116,12.5,40,0,25.1,65.7,"summer",1,NA
2003-05-20,68.8,111.3,70.6,5,20,0,25.8,75.8,"summer",1,NA
2003-05-21,70.7,166.7,76.9,7.5,21,3.8,22.2,94.2,"summer",1,NA
2003-05-22,62.8,142.8,74.1,21.8,29,0,24,92.3,"summer",1,NA
2003-05-23,76,116.3,94.4,10.1,42,0,24.5,69.1,"summer",1,NA
2003-05-24,54,73.9,117.5,14,33,0,26.1,55.5,"summer",1,NA
2003-05-25,47.1,54.6,138.5,5.6,34,0,26.6,62.1,"summer",1,NA
2003-05-26,66.6,136.3,83,33.2,42,0,27,66.6,"summer",1,NA
2003-05-27,71.6,161.7,88.7,11.1,48,0,23.9,74.2,"summer",1,NA
2003-05-28,83.5,142.5,139.9,18.6,42,0,27.7,84.3,"summer",1,NA
2003-05-29,85.3,180.1,124.9,8.5,43,0,29.2,76.4,"summer",1,NA
2003-05-30,88.6,149,105.2,4.6,33,4,28.7,96.4,"summer",1,NA
2003-05-31,71,109.3,141.3,6.8,45,1,27.6,96.4,"summer",1,NA
2003-06-01,65.4,74.3,151.1,3.5,36,0,28.8,91.2,"summer",1,NA
2003-06-02,80.5,103.1,132.1,4.5,31,0,28.1,82.1,"summer",1,NA
2003-06-03,63,95.7,82.2,9.2,31,9.4,27.9,96.2,"summer",1,NA
2003-06-04,73.1,109.7,103.8,11.4,45,6.6,26.3,96.5,"summer",1,NA
2003-06-05,72.2,117.3,119,8.2,43,0.2,27.8,93.4,"summer",1,NA
2003-06-06,74.4,120.9,110.2,7.9,41,0,29.5,85.7,"summer",1,NA
2003-06-07,71.7,107.3,134.6,8.2,36,0,29.7,80.3,"summer",1,NA
2003-06-08,56,65.4,145.6,3.6,34,0,30.2,64.1,"summer",1,NA
2003-06-09,75.9,144.5,127.9,10.1,35,0,30.6,67,"summer",1,NA
2003-06-10,101.7,137.1,143.1,21.6,44,0,32,65,"summer",1,NA
2003-06-11,123.9,157.1,156.3,18.8,52,0,32.4,52.4,"summer",1,NA
2003-06-12,140.3,316.8,192.7,18.7,59,0,33,59,"summer",1,NA
2003-06-13,178.3,283.6,207.2,12.5,71,0,34.2,58,"summer",1,NA
2003-06-14,85.9,93.5,233,13.1,49,0,34.4,60.1,"summer",1,NA
2003-06-15,53,75.6,183.5,14.1,30,0,34,61.1,"summer",1,NA
2003-06-16,83.5,125.8,182.5,9.7,52,0,32.8,53.8,"summer",1,NA
2003-06-17,117.4,180,80,3.7,33,0,31.6,67.5,"summer",1,NA
2003-06-18,84.4,155.8,153.8,15.2,42,0,26.5,81.9,"summer",1,NA
2003-06-19,97.3,121.9,166.9,14,29,0,30.6,92.7,"summer",1,NA
2003-06-20,133.7,222.6,134,9.4,49,0,31,91.5,"summer",1,NA
2003-06-21,98,142.4,152,9.6,50,0,33.5,70.6,"summer",1,NA
2003-06-22,60.3,74.8,159.5,7.9,31,0,33.9,83.4,"summer",1,NA
2003-06-23,61.4,83.6,125.7,20.6,49,0,32.1,74.1,"summer",1,NA
2003-06-24,59.1,76.9,117,10.5,42,0,32.3,77.6,"summer",1,NA
2003-06-25,63,93.6,129.5,11.8,52,0,32.3,74.6,"summer",1,NA
2003-06-26,76.4,121.9,161.6,8.7,51,0,33.9,79.1,"summer",1,NA
2003-06-27,62,89.6,137.6,14.9,32,0,34.2,65.6,"summer",1,NA
2003-06-28,50.7,61.2,131.8,6,29,0,30.6,96.3,"summer",1,NA
2003-06-29,48.2,55.7,139.1,1.4,18,23.2,27.9,96.5,"summer",1,NA
2003-06-30,63,94.3,129.4,5.7,36,0,27.8,96.5,"summer",1,NA
2003-07-01,62,101.1,101.6,6.1,44,0,31.1,89.9,"summer",1,NA
2003-07-02,74.6,125.9,105,11.2,28,0,30,73.5,"summer",1,NA
2003-07-03,60.4,83.4,125.6,20,36,0,29.1,57.4,"summer",1,NA
2003-07-04,79.4,97.7,110.6,12.5,21,0.8,27.8,75.3,"summer",1,NA
2003-07-05,84.5,97,158.1,5.7,20,1.8,25.4,96.4,"summer",1,NA
2003-07-06,73.6,85.1,155.6,4.9,27,0,27.7,78.7,"summer",1,NA
2003-07-07,71.3,92.9,146,7.6,32,0,28.8,60.4,"summer",1,NA
2003-07-08,73.9,107.7,154.9,9.4,44,0,30.2,66,"summer",1,NA
2003-07-09,82.4,115.4,132.5,8.2,55,0,30.9,73,"summer",1,NA
2003-07-10,78.4,86.4,170.1,12.1,45,0,29,69.9,"summer",1,NA
2003-07-11,66.7,95.2,184.2,14.8,50,0,31.3,82.4,"summer",1,NA
2003-07-12,52.5,62.1,186,7.6,39,0,31.7,75.2,"summer",1,NA
2003-07-13,45.1,58.3,157.1,9,36,0,31.2,74.9,"summer",1,NA
2003-07-14,53.9,82.6,101.6,5.2,35,0,32.2,78.4,"summer",1,NA
2003-07-15,61.4,97.9,123.9,9.5,38,0,26.1,74.9,"summer",1,NA
2003-07-16,64.8,97.1,121.4,10.5,47,0,29.1,70.8,"summer",1,NA
2003-07-17,53.9,76.2,102.7,4.9,56,0,30.4,68.6,"summer",1,NA
2003-07-18,57.1,76.8,156,8.4,40,0,31.6,85.2,"summer",1,NA
