"Date","NO2","NO","O3","SO2","PM10","Precip","Temp","Humid","season","O3.time.event.exceedance","PM10.time.event.exceedance"
2005-06-23,70.5,111.3,147.9,3.9,51,0,32.5,58.9,"summer",1,NA
2005-06-24,56.9,85.8,136.8,2.5,42,0,32.5,55.3,"summer",1,NA
2005-06-25,39.3,59.6,97.7,4.4,40,0,31.2,79.7,"summer",1,NA
2005-06-26,55.2,67.3,107.7,4.7,27,0,26.9,78.8,"summer",1,NA
2005-06-27,58.3,76.6,150.8,7.7,48,0,NA,NA,"summer",1,NA
2005-06-28,57.3,79.5,157.2,5.7,42,0,34.3,54.5,"summer",1,NA
2005-06-29,59.7,82.6,152.5,5.1,47,0,35,66.5,"summer",1,NA
2005-06-30,NA,NA,96.2,2.2,35,2.6,32.8,96.4,"summer",1,NA
2005-07-01,NA,NA,91.8,2.8,16,0.2,30.8,96.4,"summer",1,NA
2005-07-02,NA,NA,77.3,2.4,21,0,31.1,74.6,"summer",1,NA
2005-07-03,NA,NA,135.2,3,19,0,32.7,37.5,"summer",1,NA
2005-07-04,85.7,120.6,115.6,3.7,33,0,30.2,41,"summer",1,NA
2005-07-05,72.7,114.6,90.3,2.6,25,7.8,29,92.8,"summer",1,NA
2005-07-06,79.5,175.3,104,3.8,25,1.8,25,96.6,"summer",1,NA
2005-07-07,74.9,112.5,103.6,4.8,33,0,26.5,55.8,"summer",1,NA
2005-07-08,56.4,89.7,103,4.9,23,4.2,25.2,96.6,"summer",1,NA
2005-07-09,60.1,89.8,105.8,2.5,15,0,25.4,96.5,"summer",1,NA
2005-07-10,46.4,68.4,89,3.8,8,2.2,23.4,96.5,"summer",1,NA
2005-07-11,89.5,220.7,115.3,10.6,24,0.2,22.1,91,"summer",1,NA
2005-07-12,81.3,156.6,118.5,8.7,23,0,27.8,94.3,"summer",1,NA
2005-07-13,73.3,151.9,110.8,7.3,21,0,29.7,81.4,"summer",1,NA
2005-07-14,88.6,173.9,118.9,10.8,25,0,28.4,70.9,"summer",1,NA
2005-07-15,85.5,150.4,155.8,29.8,34,0,30.5,63.3,"summer",1,NA
2005-07-16,36.7,63.1,118.2,9.1,43,0,31,48.9,"summer",1,NA
2005-07-17,35.7,59,130.3,6.6,30,0,30.5,74.2,"summer",1,NA
2005-07-18,62.2,88.9,108.5,18,46,0,31.9,66.7,"summer",1,NA
2005-07-19,62.4,84.6,89.7,16.4,19,0.6,29.5,56.4,"summer",1,NA
2005-07-20,76.3,108.6,130.7,11.7,34,6.4,30.3,94.8,"summer",1,NA
2005-07-21,81.7,218.8,101.8,7.6,27,0,30.4,50.4,"summer",1,NA
2005-07-22,55.8,88.3,115.1,6.4,30,0,32.9,45.1,"summer",1,NA
2005-07-23,43.3,67.4,110.8,6.1,15,0,30,70.8,"summer",1,NA
2005-07-24,43.6,66.8,113.2,4.9,27,0,26.4,70.4,"summer",1,NA
2005-07-25,69.6,126.8,99.5,7.1,40,0,27.6,62,"summer",1,NA
2005-07-26,68.5,130.1,143.8,34.3,42,0,29.4,66.2,"summer",1,NA
2005-07-27,80.8,108.2,131.9,8.4,51,0,30.4,59.1,"summer",1,NA
2005-07-28,82.7,116.7,149.8,6.7,52,0,31.7,73.9,"summer",1,NA
2005-07-29,76,110.7,112.4,7.6,59,0,33.3,67.9,"summer",1,NA
2005-07-30,62.7,82.7,101.3,4.9,56,0,32.2,59.6,"summer",1,NA
2005-07-31,64.2,105.3,131.2,13.2,34,0,32.6,70.7,"summer",1,NA
2005-08-01,52,96,114.1,5.5,29,12.8,30,95.9,"summer",1,NA
2005-08-02,60.1,114.1,76.3,7.2,34,0,30.6,58.2,"summer",1,NA
2005-08-03,46.2,107.5,88.1,5.6,13,10.8,26.5,98.7,"summer",1,NA
2005-08-04,75.9,138.5,93.7,0.2,14,0.2,30.7,NA,"summer",1,NA
2005-08-05,64.7,98.4,121.1,6.6,28,0,30.9,NA,"summer",1,NA
2005-08-06,54.9,88,109.9,3.7,29,0,28.2,NA,"summer",1,NA
2005-08-07,35.6,59.9,79,NA,25,0,25.6,NA,"summer",1,NA
2005-08-08,43.1,84.5,106.5,3.3,11,0,23.3,NA,"summer",1,NA
2005-08-09,50.6,97.9,113.5,6.7,20,0,24.8,NA,"summer",1,NA
2005-08-10,56.3,88.5,89.6,5.5,31,0,27.1,NA,"summer",1,NA
2005-08-11,63.8,396,88.4,6.9,46,0,24.8,NA,"summer",1,NA
2005-08-12,21.4,139.7,96.9,5.3,30,2.2,22.2,NA,"summer",1,NA
2005-08-13,NA,NA,110.3,3.5,27,0.2,NA,NA,"summer",1,NA
2005-08-14,NA,NA,99,3.4,21,0,NA,NA,"summer",1,NA
2005-08-15,NA,NA,75,2.4,6,2.2,NA,NA,"summer",1,NA
2005-08-16,NA,NA,118.1,7.3,15,0.8,NA,NA,"summer",1,NA
2005-08-17,NA,NA,141.5,4.7,20,0,NA,NA,"summer",1,NA
2005-08-18,NA,NA,127.6,6.4,21,0,NA,NA,"summer",1,NA
2005-08-19,39.5,132.6,133.8,12,25,0,NA,NA,"summer",1,NA
2005-08-20,52.5,93.1,109.1,6.2,17,0,NA,NA,"summer",1,NA
2005-08-21,35.2,86.8,93.6,2.5,11,2.4,NA,NA,"summer",1,NA
2005-08-22,51.2,84.3,91.9,8,15,1.4,NA,NA,"summer",1,NA
2005-08-23,59.3,181.4,116.5,8.3,36,0.8,NA,NA,"summer",1,NA
2005-08-24,63,131.5,122.8,7.5,36,0,NA,NA,"summer",1,NA
2005-08-25,58.3,107.5,124.5,8.8,40,0,NA,NA,"summer",1,NA
2005-08-26,34.8,60.5,110.6,9.1,28,0,NA,NA,"summer",1,NA
2005-08-27,45.3,81,89.9,8.1,27,0,NA,NA,"summer",1,NA
2005-08-28,56.9,101.9,97.2,4.2,10,21.4,NA,NA,"summer",1,NA
2005-08-29,85.2,241.7,109.6,7.2,28,2.8,NA,NA,"summer",1,NA
2005-08-30,96.9,254.4,148.6,10.1,40,0,NA,NA,"summer",1,NA
2005-08-31,96.7,217.9,149.2,10.9,49,0,NA,NA,"summer",1,NA
2005-11-01,54.3,132.3,30.6,3.2,66,0,13.2,98.4,"winter",118,80
2005-11-02,78.7,227.6,16.2,5.9,68,2.6,12.5,98.5,"winter",118,80
2005-11-03,112.2,511.8,26.1,11.6,82,0,15.8,98.4,"winter",118,80
2005-11-04,95.5,314.8,9.9,7.4,84,0,15.7,98.4,"winter",118,80
2005-11-05,60.4,180.5,15.2,3.4,42,0.6,13.7,98.4,"winter",118,80
2005-11-06,57.2,176.3,13.8,2.5,21,2.6,12.7,98.4,"winter",118,80
2005-11-07,56.4,207,34.5,10.7,NA,3.2,12.6,98.4,"winter",118,80
2005-11-08,76.3,346.7,10.7,8.1,71,0.2,15.6,98.4,"winter",118,80
2005-11-09,74,196.3,13.8,8.5,40,0,13.3,86.5,"winter",118,80
2005-11-10,74.4,200.5,29.9,14.5,44,0,11,86.1,"winter",118,80
2005-11-11,77.7,305.2,11,18.8,56,0,10.7,80.9,"winter",118,80
2005-11-12,75.6,259,12.5,22.2,55,0,9.6,88.1,"winter",118,80
2005-11-13,68.8,207,17.3,12.3,68,0,8.3,87.3,"winter",118,80
2005-11-14,76.2,247.4,24.6,7.6,67,0,9.1,83.6,"winter",118,80
2005-11-15,78.8,341.9,11.1,12.9,91,0,9,82.2,"winter",118,80
2005-11-16,64.9,165.2,18.4,12.8,63,0,10.5,74.7,"winter",118,80
2005-11-17,99.8,484.7,13.5,24.9,74,0,10.5,77.7,"winter",118,80
2005-11-18,90.5,279.2,30.3,17.5,31,0,12.7,83.7,"winter",118,80
2005-11-19,102,529.2,26.8,30,48,0,10.7,74.5,"winter",118,80
2005-11-20,89.6,337.8,19.8,27.2,53,0,9.9,65.3,"winter",118,80
2005-11-21,110.9,386.2,28.7,39.9,61,0,8.3,58.4,"winter",118,80
2005-11-22,77.4,221.2,26.5,14.2,33,0,11.6,68.8,"winter",118,80
2005-11-23,92.4,357.9,21.4,16.9,36,0,7.8,62.3,"winter",118,80
2005-11-24,104.4,542.9,21.2,23.6,54,0,5,69.1,"winter",118,80
2005-11-25,91.5,353.5,12,10.9,NA,0,4.5,57.7,"winter",118,80
2005-11-26,89.9,431.4,10.5,9,NA,0.2,1.2,76.8,"winter",118,80
2005-11-27,103.4,423.5,19.2,16.7,66,1.6,1.8,85.2,"winter",118,80
2005-11-28,182.4,1005.4,11.7,18.9,93,0,5.7,82.1,"winter",118,80
2005-11-29,95,435.7,10.4,7.7,56,0,5.1,82.7,"winter",118,80
2005-11-30,91.1,479.7,11.3,15.2,78,2.2,1.7,85.6,"winter",118,80
2005-12-01,128.2,800.9,14.7,11.6,69,0,5.6,81.7,"winter",118,80
2005-12-02,156.4,1003.2,12.4,11.3,81,0,7.7,84.1,"winter",118,80
2005-12-03,79.6,309.1,10.9,4.3,24,1.2,4.9,85.2,"winter",118,80
2005-12-04,99.3,582.5,10.9,4.8,39,4.8,4.2,89.2,"winter",118,80
2005-12-05,118.4,637.2,10.5,15.4,71,0.8,3.2,89.4,"winter",118,80
2005-12-06,123.4,706,11.3,15.1,66,0.6,4.9,89.2,"winter",118,80
2005-12-07,112,624.3,11.4,33.7,73,0,5.6,89.1,"winter",118,80
2005-12-08,128.6,721.7,11.7,20,60,0,6.6,89.2,"winter",118,80
2005-12-09,116.6,509.6,12.6,49.9,47,0.2,4.4,81.6,"winter",118,80
2005-12-10,98.4,466,21.7,21,31,0,9.9,79.2,"winter",118,80
2005-12-11,87.9,292.6,29.4,28.7,NA,0,6.8,66,"winter",118,80
2005-12-12,111.9,437.6,11.3,45.7,76,0,8,65.7,"winter",118,80
2005-12-13,NA,NA,10.9,30.8,74,0,6.6,67.3,"winter",118,80
2005-12-14,134.2,888.3,11.3,20.1,99,0,8.3,77.6,"winter",118,80
2005-12-15,141.6,809.9,11.6,24.6,94,0,7.5,88.5,"winter",118,80
2005-12-16,147.7,745.4,12.5,34.9,73,0,7.5,87.6,"winter",118,80
2005-12-17,86.8,286.6,38.9,26.3,23,0,9.4,87,"winter",118,80
2005-12-18,89.2,191,38.6,32.5,12,0,11.5,81.8,"winter",118,80
2005-12-19,147.4,779.9,13,39.8,71,0,8.6,32.8,"winter",118,80
2005-12-20,158.8,923.8,12.6,43.7,89,0,3.7,59,"winter",118,80
2005-12-21,147.4,697.3,12.4,24.3,109,0,6.7,63.2,"winter",118,80
2005-12-22,152.1,748.9,12.7,34.3,108,0,5.6,72.3,"winter",118,80
2005-12-23,145.4,613.5,12.3,22.3,119,0,8.5,66.9,"winter",118,80
2005-12-24,149.9,711.6,11.7,32.3,131,0,5.1,79.1,"winter",118,80
2005-12-25,85.5,252.1,11.1,19.1,113,0,5.6,69.4,"winter",118,80
2005-12-26,74.9,238.8,11.2,16.3,90,0,4.9,80.5,"winter",118,80
2005-12-27,69.2,182.5,11.2,6.4,33,0.2,4.4,76.4,"winter",118,80
2005-12-28,81.1,242.6,15.8,9.7,20,0.8,3.3,85.3,"winter",118,80
2005-12-29,99.3,340.3,15.5,6.6,39,2,2,86.6,"winter",118,80
2005-12-30,115.3,538.9,17.1,31.9,71,0,1.6,79.7,"winter",118,80
2005-12-31,104.5,262.5,10.9,19.9,66,0,1.4,78.6,"winter",118,80
2006-01-01,74.9,212.6,12.1,13.6,77,0,-2.3,64.4,"winter",118,80
2006-01-02,156.8,706.7,12.9,35.2,118,0.2,0.5,83.2,"winter",118,80
2006-01-03,184,800.5,12.7,37.8,133,0,3.8,78.6,"winter",118,80
2006-01-04,205.9,977.5,13.5,32.4,84,0,6.3,75.5,"winter",118,80
2006-01-05,137.1,731.7,12.2,37.7,67,0,6.4,63.4,"winter",118,80
2006-01-06,115.4,436.2,12.4,24.6,91,0,5.8,63,"winter",118,80
2006-01-07,112.8,565.7,12.3,30.5,89,0,5.6,71.8,"winter",118,80
2006-01-08,101,279.3,28.3,16.5,42,0,5.3,73.4,"winter",118,80
2006-01-09,95.6,275.3,30.7,22.1,61,0,5.2,59.5,"winter",118,80
2006-01-10,158.7,743.8,11.9,37.2,102,0,4.5,68.6,"winter",118,80
2006-01-11,136.8,843.4,11.8,50.8,103,0,6.7,74.4,"winter",118,80
2006-01-12,175.6,1011.8,18.4,32.4,88,0,7,77.5,"winter",118,80
2006-01-13,154.9,660.4,12.6,33.4,92,0,7.2,69.9,"winter",118,80
2006-01-14,175.2,927.7,12.5,30.2,132,0,5.4,71.3,"winter",118,80
2006-01-15,123,364,28.8,12.5,71,0,5.5,76.2,"winter",118,80
2006-01-16,100.4,452.9,23.3,27.3,98,0,1.4,74.8,"winter",118,80
2006-01-17,94,326.8,10.7,32.8,130,0,2.9,72.3,"winter",118,80
2006-01-18,109.5,312,12.8,48.6,136,0,0.7,74.9,"winter",118,80
2006-01-19,174,604,12.5,27.8,165,0,5.2,74.3,"winter",118,80
2006-01-20,210.1,1249.3,12.5,31,178,0,6,81.1,"winter",118,80
2006-01-21,135.4,499.2,11,19.7,139,0,6,83.1,"winter",118,80
2006-01-22,139.4,476.2,13.5,30.8,121,0,4.3,82.4,"winter",118,80
2006-01-23,117.6,297,27,12,61,0,7.9,79.6,"winter",118,80
2006-01-24,97.6,234.9,26,12,59,0,4.7,74.8,"winter",118,80
2006-01-25,129.4,597.8,35.9,25.9,91,0,2.1,60.5,"winter",118,80
2006-01-26,93.8,209.6,12.8,14.2,82,0,3.1,67.6,"winter",118,80
2006-01-27,98,327.5,9.5,20.8,56,1.2,-1.2,84.1,"winter",118,80
2006-01-28,117.2,493.5,10.6,20.5,57,3.2,0.4,89.4,"winter",118,80
2006-01-29,111.8,485.8,10.6,26.3,58,0.6,3.9,89.4,"winter",118,80
2006-01-30,161,953.5,17.1,29.8,77,1,6.2,87.5,"winter",118,80
2006-01-31,212.1,1082.1,15.5,42.7,90,0,11.2,81.5,"winter",118,80
2006-02-01,197.8,982.6,12.8,43.9,115,0,12.1,80.8,"winter",118,80
2006-02-02,247.7,1240.3,13.1,50.8,144,0,10.8,75,"winter",118,80
2006-02-03,244.3,1099.9,13.6,62.1,158,0,11.5,74.6,"winter",118,80
2006-02-04,209.4,926.8,13.2,38.2,155,0,9.5,70.9,"winter",118,80
2006-02-05,124.6,380.3,45.6,14.9,51,0,8,72.2,"winter",118,80
2006-02-06,103,241.7,34.5,16.5,53,0,4.4,71.8,"winter",118,80
2006-02-07,144.6,691.8,20.5,37.7,97,0,3.5,63.3,"winter",118,80
2006-02-08,142,551,11.2,34.3,133,0,5.5,62.9,"winter",118,80
2006-02-09,140.7,499.3,15.8,57.2,127,0,3.4,71.8,"winter",118,80
2006-02-10,127,373.4,40.3,27.8,44,0,11,79.3,"winter",118,80
2006-02-11,116.7,611.3,36.1,52.9,46,0,11.6,75.1,"winter",118,80
2006-02-12,108.1,353.9,39.9,33.2,62,0,8.7,46,"winter",118,80
2006-02-13,123.2,460.1,23.4,34.5,78,0,6.5,49.6,"winter",118,80
2006-02-14,115.4,381.9,14.3,46,118,0,6.4,54.9,"winter",118,80
2006-02-15,102.2,322.5,10.6,17.8,125,0,6.8,59.5,"winter",118,80
2006-02-16,103.3,353.3,10.3,36.2,147,0.2,5.1,83.9,"winter",118,80
2006-02-17,149.6,568.3,11.2,31.7,148,0,4.9,82.1,"winter",118,80
2006-02-18,149.3,561.8,9.6,16.5,NA,0,6.7,82.7,"winter",118,80
2006-02-19,72.7,241.9,24.9,17.8,NA,4.2,5.8,86,"winter",118,80
2006-02-20,80.2,324.8,11.5,20.2,NA,6.8,6.9,87.8,"winter",118,80
2006-02-21,95,319.9,15.8,17.8,50,2.8,5.9,88.5,"winter",118,80
2006-02-22,95.8,217.8,49.5,8,25,0.2,7.6,77.3,"winter",118,80
2006-02-23,103.5,370.5,29.9,17.9,51,1.6,7.1,85,"winter",118,80
2006-02-24,101.8,234.8,47.1,10.5,29,0,10.7,82,"winter",118,80
2006-02-25,76.5,138.2,30.6,11.3,18,1.6,8.2,86.6,"winter",118,80
2006-02-26,72.6,153.7,60.3,14.8,38,1,5.5,84.8,"winter",118,80
2006-02-27,79.9,179.2,38.8,7.9,57,0,8.6,82.6,"winter",118,80
2006-02-28,97.8,177.1,55.5,21.4,58,0.2,6,84.7,"winter",118,80
2006-05-01,46.5,54.9,122.5,1.8,20,0.2,14.9,83.1,"summer",1,NA
2006-05-02,88.2,129.4,83.8,1.5,27,0,17.9,74.8,"summer",1,NA
2006-05-03,86.6,158.5,81.7,2.1,49,3.4,19.3,87.1,"summer",1,NA
2006-05-04,104.1,220.9,37.2,3.1,47,0,21.9,72.2,"summer",1,NA
2006-05-05,98.1,137.2,126.1,3.1,43,0,22.9,67.2,"summer",1,NA
2006-05-06,73.4,146.4,93.2,4,40,0.2,18.6,51.1,"summer",1,NA
2006-05-07,56.1,68.9,106.1,8.8,30,0,20.3,58.9,"summer",1,NA
2006-05-08,86.6,115.3,81.7,5,51,0,22.6,71.3,"summer",1,NA
2006-05-09,94.2,135.1,76.5,3.2,21,0,18.6,59.3,"summer",1,NA
2006-05-10,77.2,119,79.1,7.6,30,4.4,15.1,84.5,"summer",1,NA
2006-05-11,120.2,159.6,78.9,6.4,25,0,20.7,70.4,"summer",1,NA
2006-05-12,120.6,264.1,91.7,11.7,36,6.8,21.3,82.3,"summer",1,NA
2006-05-13,51.6,61.3,NA,8.6,28,0,23.5,62.5,"summer",1,NA
2006-05-14,57.1,68.1,NA,3.4,20,0,22.6,44.5,"summer",1,NA
2006-05-15,63.2,105.8,NA,4.3,37,3.4,23.8,79,"summer",1,NA
2006-05-16,89.8,164.1,NA,3.7,53,0,23.1,69.7,"summer",1,NA
2006-05-17,52.5,92,NA,3.9,38,0,24.7,65.5,"summer",1,NA
2006-05-18,64.1,97.4,104.2,8.4,48,0,27.4,66.3,"summer",1,NA
2006-05-19,57.9,103.9,96.9,8.7,41,0,24.6,54.7,"summer",1,NA
2006-05-20,38.3,63.3,95.4,7.3,31,0,26.4,56.9,"summer",1,NA
2006-05-21,36.9,46.4,90.2,6.5,21,0,22.5,63.9,"summer",1,NA
2006-05-22,52.8,94.1,91,7.2,33,0,23.7,64.7,"summer",1,NA
2006-05-23,47.8,84.5,67.2,7.1,33,0,24.3,56.6,"summer",1,NA
2006-05-24,43.4,76.6,86.1,8.9,26,0,22.3,59.5,"summer",1,NA
2006-05-25,37,70.1,79.3,11.9,32,0,24.7,64.6,"summer",1,NA
2006-05-26,72.2,127.5,118.3,14.7,55,0,21.7,70.4,"summer",1,NA
2006-05-27,43.7,54.2,85.3,8.4,34,0,25.1,68.3,"summer",1,NA
2006-05-28,34.2,45.6,98.1,13.5,NA,0,29,55.9,"summer",1,NA
2006-05-29,44.5,63,92.3,6.9,NA,0,26.5,69.9,"summer",1,NA
2006-05-30,35.4,62.2,72.4,3,13,7.6,24.4,84.9,"summer",1,NA
2006-05-31,41.3,73.8,73.9,5.1,10,0,20.3,81.8,"summer",1,NA
2006-06-01,48.6,92.4,99.1,5.8,15,0,18,44.3,"summer",1,NA
2006-06-02,21.7,28.5,109.9,2.4,9,0,20.3,50.9,"summer",1,NA
2006-06-03,40.3,49.4,104.7,2.4,NA,0,20.8,58.1,"summer",1,NA
2006-06-04,33.6,41.5,115.8,4.7,14,0,25.1,30.2,"summer",1,NA
2006-06-05,53.6,90.1,106.5,15.4,25,0,26.3,29.4,"summer",1,NA
2006-06-06,37.8,58.6,103.2,2.7,NA,0,24.3,52,"summer",1,NA
2006-06-07,34.6,53.3,101.1,19.6,15,1.6,22.9,66.1,"summer",1,NA
2006-06-08,51.1,83.3,111.5,29.8,28,0,21.8,70.8,"summer",1,NA
2006-06-09,49.1,79,102,3.4,26,0,23.9,42,"summer",1,NA
2006-06-10,44.9,68.1,141,15.6,NA,0,23.9,45.5,"summer",1,NA
2006-06-11,30.9,36.8,108.1,16.9,NA,0,25.6,44.8,"summer",1,NA
2006-06-12,43.1,68.1,111.9,9.2,12,0,24.1,56.5,"summer",1,NA
2006-06-13,69.1,131.7,131.5,22.2,31,0,25.4,42.5,"summer",1,NA
2006-06-14,44.7,65.6,142.7,41.7,26,0,28.9,52.2,"summer",1,NA
2006-06-15,40.9,60.6,143.5,12.4,19,0,29.6,35.6,"summer",1,NA
2006-06-16,41.8,66.5,109.8,12.9,29,0,29.3,28.1,"summer",1,NA
2006-06-17,36.8,52.9,111.2,52.4,28,0,26.3,37.7,"summer",1,NA
2006-06-18,40.8,47.1,117,20,31,0,28.7,45.7,"summer",1,NA
2006-06-19,70.8,133.8,114,9.4,40,0,28.7,52.5,"summer",1,NA
2006-06-20,57.5,109.1,99.9,13.3,42,0,29.1,46.4,"summer",1,NA
2006-06-21,79.5,135.2,129.4,13.7,47,0,30,48.8,"summer",1,NA
2006-06-22,52.7,74,155.5,18.8,42,0,32,52,"summer",1,NA
2006-06-23,63.7,103.3,153.6,7.9,41,0,30.9,36.1,"summer",1,NA
2006-06-24,53.9,67.4,141.6,NA,39,0,32.3,46.5,"summer",1,NA
2006-06-25,39.2,51,119.6,11.1,NA,2.4,33,69.8,"summer",1,NA
2006-06-26,49.6,72.3,118.3,4.2,50,0,29.2,70.7,"summer",1,NA
2006-06-27,65.9,106,133.9,13.7,46,0,31.6,73.8,"summer",1,NA
2006-06-28,57.1,86.5,154.1,7.4,45,0,32.7,55,"summer",1,NA
2006-06-29,53.4,97.6,112,6.1,25,0,32.3,49.6,"summer",1,NA
2006-06-30,65.6,148.6,144.2,7.4,30,2.4,29.1,69.1,"summer",1,NA
2006-07-01,49.3,59.9,146.6,4.7,26,0,31.9,62.9,"summer",1,NA
2006-07-02,23.4,29.6,111.2,3.5,15,0,31.5,44.6,"summer",1,NA
2006-07-03,38.5,51.2,114.7,5.5,21,0,29.4,53.7,"summer",1,NA
2006-07-04,53,74,105.1,2.3,12,0.6,29.7,60.8,"summer",1,NA
2006-07-05,40.9,63.1,117.4,5.7,28,0,28.9,64.4,"summer",1,NA
2006-07-06,51.6,68.4,113.3,1,32,0,28.9,45.6,"summer",1,NA
2006-07-07,56,76.2,91.7,1.5,20,14,27.7,85.8,"summer",1,NA
2006-07-08,28.9,40.9,138.4,1.1,21,0,24.5,82.5,"summer",1,NA
2006-07-09,36.6,45.3,128.3,1.2,17,0,28.5,74,"summer",1,NA
2006-07-10,45.5,70.9,130.1,1.1,27,0,29.6,64.1,"summer",1,NA
2006-07-11,54.3,89,120,2.3,29,0,32.3,60,"summer",1,NA
2006-07-12,66.8,146.1,158.9,2.1,31,0,32.7,55.1,"summer",1,NA
2006-07-13,49.3,90.6,143.2,1.4,25,0.8,33.4,59.2,"summer",1,NA
2006-07-14,47.3,90.9,147,2.4,25,4.6,31.4,68.3,"summer",1,NA
2006-07-15,25.8,32.5,162.8,2.2,22,0,32.2,66,"summer",1,NA
2006-07-16,NA,NA,117.4,1.7,16,0,32.8,49.5,"summer",1,NA
2006-07-17,NA,NA,114.9,4,22,0,29.7,50.4,"summer",1,NA
2006-07-18,69.7,88.4,124.8,2.7,28,0,29.7,44.5,"summer",1,NA
2006-07-19,78.8,117.8,174.9,3,39,0,30.8,53.7,"summer",1,NA
2006-07-20,120.3,182.6,160.3,NA,47,0,32.4,49,"summer",1,NA
2006-07-21,111,152.8,200.3,NA,40,0,34.6,53.7,"summer",1,NA
2006-07-22,67.4,93.8,190.1,NA,26,0,35.9,45.5,"summer",1,NA
2006-07-23,57.7,67.5,176.3,NA,23,0,35.6,39.4,"summer",1,NA
2006-07-24,55.6,74.7,148.2,NA,28,0,34.4,39.9,"summer",1,NA
2006-07-25,91.1,138.3,156.4,NA,34,0,33.9,48.4,"summer",1,NA
2006-07-26,69.4,95.4,174.6,NA,32,0,33.3,47.7,"summer",1,NA
2006-07-27,72.6,120.5,145.9,NA,27,4.6,32.9,67.4,"summer",1,NA
2006-07-28,80,107.5,130.6,NA,30,0,33.2,66.9,"summer",1,NA
2006-07-29,40.1,55.3,135,9.5,25,0,32.2,51.2,"summer",1,NA
2006-07-30,46.5,54.8,126.2,3.8,19,0,31,58.2,"summer",1,NA
2006-07-31,66.2,104.8,141.3,NA,24,0,33.4,60.2,"summer",1,NA
2006-08-01,63.1,115.9,106.7,NA,24,0,34.3,45.2,"summer",1,NA
2006-08-02,39.6,58.4,107.6,NA,21,0.2,30,73.8,"summer",1,NA
2006-08-03,49.2,78.9,64.8,NA,10,0.2,29.8,75.3,"summer",1,NA
2006-08-04,55.6,161.4,88.5,2.4,13,7.8,25.4,88.9,"summer",1,NA
2006-08-05,33.7,50.7,101.5,3.4,NA,0,27.1,55.2,"summer",1,NA
2006-08-06,28,40.2,91.9,4.5,4,0,26.7,56.9,"summer",1,NA
2006-08-07,47.7,68.1,74.4,3.3,8,0,29.7,58.4,"summer",1,NA
2006-08-08,60.8,114.1,106.1,4.2,23,0,31.4,31.6,"summer",1,NA
2006-08-09,41.2,57.2,108.7,5.5,22,0,30,36,"summer",1,NA
2006-08-10,53.2,109.7,101.9,4,20,0,27.8,53.3,"summer",1,NA
2006-08-11,33.4,46.4,102.5,3.5,16,0,26.5,57.7,"summer",1,NA
2006-08-12,23.4,39.7,93.3,3,7,2,24.3,73.7,"summer",1,NA
2006-08-13,33.1,46.2,87.8,2.8,8,0.8,23.7,74.3,"summer",1,NA
2006-08-14,28,50.6,92.8,2.6,11,2,22.2,76.7,"summer",1,NA
2006-08-15,24.3,35.6,93.1,4.7,19,0,23.5,77.2,"summer",1,NA
2006-08-16,28.3,44.4,66.3,4.3,15,0,24.8,61.2,"summer",1,NA
2006-08-17,36.7,52.8,71.7,2.2,26,2,20.2,86,"summer",1,NA
2006-08-18,31.9,52.6,75.1,5.2,17,0.2,24.6,81.2,"summer",1,NA
2006-08-19,39.1,49.2,77.3,3,16,14.4,27.5,90.5,"summer",1,NA
2006-08-20,44.7,58,87.4,4.7,21,1.2,26.2,78.1,"summer",1,NA
2006-08-21,38.6,64.5,96.4,4.1,20,0,28.6,78.8,"summer",1,NA
2006-08-22,48.5,70.3,97.5,3.6,25,1.6,27.1,76.5,"summer",1,NA
2006-08-23,43,59.9,105.2,3.5,39,0,28.4,64.5,"summer",1,NA
2006-08-24,44.8,57.5,100.1,3,34,0,27.5,74.6,"summer",1,NA
2006-08-25,42.1,67.4,96.8,2.4,18,0,25.6,66.3,"summer",1,NA
2006-08-26,38.7,46,93.3,2.7,20,0,25.4,79.2,"summer",1,NA
2006-08-27,36.8,44,98.9,11.5,23,0.2,25.6,75.6,"summer",1,NA
2006-08-28,58.7,137.5,81.8,4.2,29,0,26,74,"summer",1,NA
2006-08-29,50.3,99.8,69.5,7,14,0,23.7,68.5,"summer",1,NA
2006-08-30,50,125.8,59,3.5,9,0,26.4,58.4,"summer",1,NA
2006-08-31,78.1,143.1,78.7,6.8,26,0,25.3,61.6,"summer",1,NA
2006-11-01,68.4,201.4,58.5,8.1,42,0,17.5,74.5,"winter",1,Inf
2006-11-02,67.9,117.1,58.5,10.3,12,0,19.1,79.8,"winter",1,Inf
2006-11-03,74.4,158,50.5,16.2,24,0,13.8,22,"winter",1,Inf
2006-11-04,83.8,212.7,34,18,34,0,14,26.5,"winter",1,Inf
2006-11-05,78,313.4,56.9,14.6,34,0,11.7,49.7,"winter",1,Inf
2006-11-06,89.2,329,26.8,26.7,100,0,14.6,60.8,"winter",1,Inf
2006-11-07,123.7,497.7,29.3,15.2,100,0,14.7,68.5,"winter",1,Inf
2006-11-08,131,610,12.7,9.8,83,0,17.3,71.6,"winter",1,Inf
2006-11-09,134.5,463.9,31.6,14,66,0,15.1,74.2,"winter",1,Inf
2006-11-10,149.9,558.2,17.7,13.1,75,0,17.4,70.8,"winter",1,Inf
2006-11-11,90.3,264.7,14.2,9.6,121,0,15.1,76.5,"winter",1,Inf
